Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,COMMENT_OBS,Value
2018,SH_BLD_ECOLI,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",100.0
2020,SH_BLD_ECOLI,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",66.67
2021,SH_BLD_ECOLI,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",86.2069
2022,SH_BLD_ECOLI,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",80.95238
2020,SH_BLD_MRSA,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",60.0
2021,SH_BLD_MRSA,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",59.23077
2022,SH_BLD_MRSA,231,PT,2025-05-28T00:00:00,A,0,Q1 2022 - Q4 2022,AMR Surveillance National Coordinating Center,"Since 2021, proportions are only considered for countries, territories and areas reporting ≥ 10 bacteriologically confirmed bloodstream infections with antimicrobial susceptibility test results in one calendar year.",61.81818
