Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,BASE_PER,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2006,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,743.525
2007,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,968.345
2008,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,709.156
2009,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,805.342
2010,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,957.987
2011,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,471.259
2012,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,2047.76
2013,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,988.834
2014,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1129.25
2015,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1618.39
2016,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1526.19
2017,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1204.3
2018,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,2629.8
2019,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,965.92
2020,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1739.47
2021,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1309.26
2022,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1119.64
2023,DC_TOF_TRDCML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1676.72
2006,DC_TOF_TRDDBML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,533.055
2007,DC_TOF_TRDDBML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,529.041
2008,DC_TOF_TRDDBML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,582.156
2009,DC_TOF_TRDDBML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,1097.14
2010,DC_TOF_TRDDBML,231,CON_USD,2025-05-19T00:00:00,A,6,2023,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,593.213
