Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2015,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.1
2016,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.093
2017,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.08
2018,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.071
2019,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.063
2020,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.056
2021,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.055
2022,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.042
2023,SH_HIV_INCD,231,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.037
2000,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,2.4
2001,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,2.1
2002,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.8
2003,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.6
2004,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.4
2005,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.3
2006,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.1
2007,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.0
2008,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.99
2009,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.88
2010,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.79
2011,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.7
2012,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.64
2013,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.58
2014,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.52
2015,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.46
2016,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.41
2017,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.35
2018,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.32
2019,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.28
2020,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.26
2021,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.27
2022,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.2
2023,SH_HIV_INCD,231,F,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.18
2000,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,2.1
2001,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.8
2002,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.6
2003,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.4
2004,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.3
2005,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.1
2006,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.97
2007,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.9
2008,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.86
2009,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.77
2010,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.69
2011,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.62
2012,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.56
2013,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.51
2014,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.46
2015,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.4
2016,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.36
2017,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.3
2018,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.28
2019,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.25
2020,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.22
2021,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.23
2022,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.17
2023,SH_HIV_INCD,231,F,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.16
2000,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.97
2001,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.84
2002,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.74
2003,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.65
2004,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.58
2005,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.51
2006,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.45
2007,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.41
2008,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.36
2009,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.33
2010,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.29
2011,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.25
2012,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.21
2013,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.18
2014,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.16
2015,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.14
2016,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.13
2017,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.11
2018,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.097
2019,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.085
2020,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.071
2021,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.072
2022,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.056
2023,SH_HIV_INCD,231,M,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.047
2000,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.54
2001,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.46
2002,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.4
2003,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.35
2004,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.31
2005,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.27
2006,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.24
2007,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.22
2008,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.2
2009,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.18
2010,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.16
2011,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.14
2012,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.12
2013,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.11
2014,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.094
2015,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.08
2016,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.069
2017,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.058
2018,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.051
2019,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.045
2020,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.04
2021,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.041
2022,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.032
2023,SH_HIV_INCD,231,M,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.029
2000,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.82
2001,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.7
2002,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.6
2003,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.53
2004,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.48
2005,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.42
2006,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.37
2007,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.33
2008,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.31
2009,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.27
2010,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.24
2011,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.21
2012,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.19
2013,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.16
2014,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.14
2015,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.12
2016,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.1
2017,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.088
2018,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.08
2019,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.07
2020,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.063
2021,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.064
2022,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.049
2023,SH_HIV_INCD,231,M,Y15T24,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.043
2000,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.2
2001,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,1.0
2002,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.88
2003,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.78
2004,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.7
2005,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.62
2006,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.55
2007,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.5
2008,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.46
2009,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.41
2010,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.37
2011,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.32
2012,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.28
2013,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.25
2014,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.22
2015,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.18
2016,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.16
2017,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.13
2018,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.12
2019,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.11
2020,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.094
2021,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.096
2022,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.073
2023,SH_HIV_INCD,231,M,Y15T49,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,E,0,2023,UNAIDS 2024 HIV ESTIMATES,0.066
