Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,92.51499
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,92.74518
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,92.97088
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,93.19235
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,93.40956
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,93.62278
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,93.83197
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,94.03741
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,94.23914
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,94.43733
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,94.6321
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,None,PT,2023-09-12T00:00:00,2022,94.6614
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,83.4106
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,83.73747
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,84.06434
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,84.3912
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,84.71807
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,85.04494
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,85.37181
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,85.69867
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,86.02554
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,86.35241
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,86.67928
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,87.00614
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,87.34268
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,87.67928
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,88.01596
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,88.35271
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,88.68953
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,89.02642
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,89.36339
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,89.70043
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,90.03754
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,90.37472
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,R,PT,2023-09-12T00:00:00,2022,90.37472
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.15548
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.23947
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.32346
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.40745
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.49144
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.57543
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.65942
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.74341
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.8274
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.91139
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,94.99538
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.07937
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.18206
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.28478
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.38753
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.49031
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.59313
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.69598
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.79887
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,95.90179
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,96.00474
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,96.10772
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVH2O,12,U,PT,2023-09-12T00:00:00,2022,96.10772
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,84.48083
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,84.75993
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.03281
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.29916
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.55907
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.81226
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.05913
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.29944
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.53357
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.75949
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.97813
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,87.18924
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,87.09354
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.98688
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.86984
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.74252
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.60548
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.45882
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.30309
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,86.1385
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.96547
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.7843
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,None,PT,2023-09-12T00:00:00,2022,85.82629
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,73.62821
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,73.97503
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,74.32185
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,74.66867
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,75.01549
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,75.36231
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,75.70913
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,76.05595
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,76.40276
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,76.74958
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,77.0964
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,77.44322
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,77.67188
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,77.89948
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,78.12603
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,78.35153
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,78.57597
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,78.79936
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,79.02169
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,79.24298
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,79.4632
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,79.68238
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,R,PT,2023-09-12T00:00:00,2022,79.68238
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.74035
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73905
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73775
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73645
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73515
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73384
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73254
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.73124
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.72994
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.72864
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.72733
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.72603
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,91.3433
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,90.96059
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,90.57788
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,90.19519
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,89.8125
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,89.42983
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,89.04716
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,88.66451
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,88.28187
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,87.89924
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SP_ACS_BSRVSAN,12,U,PT,2023-09-12T00:00:00,2022,87.89924
