Indicator,Disaggregation combinations using this value
#1-3-1,1
#11-2-1,19
#11-5-3,1
#11-7-1,38
#12-4-2,2
#12-5-1,2
#15-1-1,3
#15-2-1,3
#16-2-2,2
#17-17-1,1
#17-19-2,1
#3-3-4,1
#3-d-1,13
#9-1-2,1
