Indicator,Disaggregation combinations using this value
#1-4-1,6
#10-5-1,6
#10-6-1,2
#11-1-1,1
#12-3-1,8
#14-1-1,4
#15-8-1,2
#15-9-1,2
#16-2-2,20
#16-6-2,3
#16-7-1,1
#16-8-1,2
#17-13-1,1
#17-19-1,1
#17-19-2,1
#17-3-1,1
#3-5-2,1
#3-a-1,3
#3-c-1,4
#6-1-1,3
#6-2-1,9
#7-2-1,1
#7-3-1,1
#9-1-2,2
#9-4-1,4
