Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,90.96121
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,92.60819
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,53.4991
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,72.22084
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,29.20233
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,47.60182
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,83.60454
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,88.22243
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,45.49652
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,58.9991
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,21.47527
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,35.66215
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.71443
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.53076
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,55.20868
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,74.80476
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,23.56469
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,41.57648
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.65966
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,97.60988
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,62.74258
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,85.2267
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,36.85374
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,55.43315
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.81165
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.38338
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,67.58733
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,85.50051
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,50.76578
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,66.43615
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,100.0
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,100.0
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,61.64707
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,98.04567
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,66.08883
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,89.45993
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,96.9938
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,97.22886
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,71.59554
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,85.73056
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,41.79018
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,65.73251
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.63583
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.61373
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,50.77218
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,66.08606
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,23.09426
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,31.22184
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,96.77923
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.81285
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,60.10228
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,78.00645
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,29.25928
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,44.79312
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.35567
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,97.72378
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,61.32551
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,79.25299
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,36.2955
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,56.82624
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,97.381
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.58359
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,74.63051
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,89.52664
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,40.83656
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,70.54515
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,99.61356
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,99.02911
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,87.34885
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,94.02573
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,56.92194
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,F,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,81.15657
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.70651
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,92.61951
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,48.6152
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,66.22213
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,21.94487
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,34.65684
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,87.45354
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,82.97733
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,29.7677
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,47.77515
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,11.83348
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,17.28452
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,94.64036
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.97617
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,40.51089
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,61.47156
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,13.88939
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,21.57751
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.19286
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.84714
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,49.08824
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,62.75938
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,18.00335
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,30.85116
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.62897
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,96.55222
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,55.00422
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,72.59506
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,24.35539
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,40.91502
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.75424
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.73031
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,70.831
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,84.32612
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,42.53064
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,60.90981
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,92.59871
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,89.26458
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,40.59709
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,58.16619
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,16.70865
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,24.42354
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,88.19249
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,84.13697
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,30.65794
