Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2012,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,852.01312
2013,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,850.39172
2014,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,875.16638
2015,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,849.07727
2016,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,878.38019
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,876.5097
2018,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,873.6123
2019,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,868.21558
2020,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,861.55688
2021,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,811.86652
2022,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,803.74072
2023,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,798.01648
2024,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MNRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,774.00983
2005,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-26.14435
2006,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-24.52453
2007,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-13.15332
2008,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-9.9216
2009,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-7.02365
2010,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,9.88232
2011,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,8.93778
2012,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,0.49524
2013,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,10.2402
2014,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-3.1131
2015,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,23.1303
2016,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,58.23038
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,56.47974
2018,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,49.03334
2019,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,42.2296
2020,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-6.86825
2021,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-49.83217
2022,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-49.51389
2023,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-57.68114
2024,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLC,12,None,PT,2025-05-13T00:00:00,2019-2023,-63.45155
2005,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3080.45703
2006,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3148.01807
2007,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3622.302
2008,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3757.09399
2009,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3877.96509
2010,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,4583.09912
2011,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,4543.70313
2012,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,4191.57178
2013,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,4598.02588
2014,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,4041.07104
2015,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,5135.66113
2016,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,6599.65576
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,6526.63818
2018,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,6216.05518
2019,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,5932.27686
2020,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,3884.44702
2021,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,2092.45801
2022,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,2105.73291
2023,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,1765.08398
2024,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_RVR_MXRVFLN,12,None,M3_PER_SEC,2025-05-13T00:00:00,2019-2023,1524.40503
2021,A,0,,Ramsar National Report COP14,EN_WBE_INWTL,12,None,KM2,2022-03-18T00:00:00,2018-2021,773433.85
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_WBE_WTLN,12,None,KM2,2023-03-30T00:00:00,2016-2018,3189.90539
2017,A,0,,Global Surface Water Explorer extraction for UN Environment Programme,EN_WBE_WTLP,12,None,PT,2023-03-30T00:00:00,2016-2018,0.14
