Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.16
2010,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.38
2015,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.51
2016,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.41
2017,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.38
2018,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.18
2019,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.37
2020,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTBIOPHA,12,T_PER_HA,2025-03-21T00:00:00,2020,29.39
2000,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2005,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2010,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2015,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2016,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2017,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2018,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2019,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2020,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2021,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2022,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2023,A,3,No certified forest area,No data on certified forest area in the FSC and PEFC records,AG_LND_FRSTCERT,12,HA,2025-03-21T00:00:00,2023,0.0
2010,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTCHG,12,PT,2025-03-21T00:00:00,2010-2020,1.96
2020,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTCHG,12,PT,2025-03-21T00:00:00,2010-2020,0.16
2010,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,7.77
2015,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,7.77
2016,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,10.07
2017,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,11.86
2018,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,13.5
2019,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,13.5
2020,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTMGT,12,PT,2025-03-21T00:00:00,2020,13.5
2000,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2010,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2015,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2016,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2017,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2018,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2019,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
2020,A,0,Official country data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTPRCT,12,PT,2025-03-21T00:00:00,2020,6.08
