Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2001,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,46.6
2002,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,43.7
2003,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,42.2
2004,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,39.7
2005,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,37.0
2006,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,33.3
2007,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,29.9
2008,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,26.8
2009,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,23.9
2010,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,21.9
2011,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,20.3
2012,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,18.8
2013,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,17.2
2014,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,15.5
2015,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,14.4
2016,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,14.0
2017,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,15.4
2018,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,17.9
2019,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,20.9
2020,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,23.0
2021,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,23.5
2022,SN_ITK_DEFC,231,PT,2025-03-21T00:00:00,O,0,2022-2024,NaN = A figure was not provided,NA,22.2
2001,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,32.2
2002,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,31.1
2003,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,30.8
2004,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,29.9
2005,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,28.7
2006,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,26.6
2007,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,24.5
2008,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,22.6
2009,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,20.7
2010,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,19.6
2011,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,18.6
2012,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,17.8
2013,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,16.7
2014,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,15.4
2015,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,14.8
2016,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,14.8
2017,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,16.6
2018,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,19.9
2019,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,23.8
2020,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,26.9
2021,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,28.3
2022,SN_ITK_DEFCN,231,NUMBER,2025-03-21T00:00:00,O,6,2022-2024,NaN = A figure was not provided,NA,27.3
