Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,COMMENT_OBS,Value
2021,SL_TLF_CHLDEA,231,None,Y5T17,PT,2025-07-11T00:00:00,A,0,2021,"NLFS 2021, UNICEF and ILO calculations",,18.7
2021,SL_TLF_CHLDEA,231,F,Y5T17,PT,2025-07-11T00:00:00,A,0,2021,"NLFS 2021, UNICEF and ILO calculations",,15.9
2021,SL_TLF_CHLDEA,231,M,Y5T17,PT,2025-07-11T00:00:00,A,0,2021,"NLFS 2021, UNICEF and ILO calculations",,21.4
2015,SL_TLF_CHLDEC,231,None,Y5T14,PT,2025-07-11T00:00:00,A,0,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,45.0
2015,SL_TLF_CHLDEC,231,F,Y5T14,PT,2025-07-11T00:00:00,A,0,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,38.9
2015,SL_TLF_CHLDEC,231,M,Y5T14,PT,2025-07-11T00:00:00,A,0,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,50.6
