Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2022,SH_LGR_ACSRHE,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",73
2022,SH_LGR_ACSRHEC1,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC10,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC11,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC12,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC13,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",0
2022,SH_LGR_ACSRHEC2,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC3,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",50
2022,SH_LGR_ACSRHEC4,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC5,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC6,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC7,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHEC8,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",0
2022,SH_LGR_ACSRHEC9,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",0
2022,SH_LGR_ACSRHES1,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",88
2022,SH_LGR_ACSRHES2,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",100
2022,SH_LGR_ACSRHES3,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",0
2022,SH_LGR_ACSRHES4,231,PT,2022-03-22T00:00:00,A,0,2022,"United Nations Population Fund, global databases, 2022. Based on official responses to the United Nations 13th Inquiry among Governments on Population and Development.",75
