From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,SOURCE_DETAIL
SOURCE_DETAIL,REF_AREA
REF_AREA,CUST_BREAKDOWN
CUST_BREAKDOWN,COMPOSITE_BREAKDOWN
COMPOSITE_BREAKDOWN,TIME_DETAIL
TIME_DETAIL,CUST_BREAKDOWN_LB
