From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,SOURCE_DETAIL
TIME_DETAIL,BASE_PER
SOURCE_DETAIL,REF_AREA
REF_AREA,ACTIVITY
ACTIVITY,TIME_DETAIL
