From,To
REF_AREA,OBS_STATUS
OBS_STATUS,UNIT_MULT
UNIT_MULT,TIME_DETAIL
TIME_DETAIL,SOURCE_DETAIL
UPPER_BOUND,LOWER_BOUND
SOURCE_DETAIL,UPPER_BOUND
