Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,4e-05
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,4e-05
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,4e-05
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,4e-05
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,4e-05
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.32077
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.30931
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.29954
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.28551
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.24461
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22312
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22759
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23017
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23763
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.24132
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.25319
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.2352
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20564
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20642
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.25655
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23256
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22573
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22221
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22805
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20793
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22628
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.21828
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.21364
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF421,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20639
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15545
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15923
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16366
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15079
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.13588
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18704
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14981
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14963
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14742
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15354
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14445
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14839
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16151
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15981
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17287
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17748
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17262
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17846
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18966
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18373
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16865
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16135
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.15617
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF422,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.14735
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,141437463.83483
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,143103415.29845
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,162122850.21616
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,182590449.35625
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,183156159.43582
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,205324202.77566
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,221189478.11967
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,235148399.57515
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,284721162.20898
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,298561193.07035
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,286917208.42797
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,284220574.53505
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,296813018.39126
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,290897582.83823
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,303097847.73507
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,345129027.90343
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,341138774.89694
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,349728026.5764
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,371463908.62434
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,353602029.89778
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,352297199.82018
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,361294952.84771
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,370981824.65042
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,None,T,2025-05-21T00:00:00,2023,,372164967.1724
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,76779548.351
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,78321509.861
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,89055585.756
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,101757878.75
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,102498603.8816
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,110921824.436
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,128202617.608
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,148009359.151
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,192188524.096
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,191610971.492
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,179521866.833
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,171805341.427
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,173273843.05
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,158932739.76034
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,167487243.71166
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,203438210.55021
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,202874540.10003
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,219448529.22152
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,228717966.35692
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,209577039.17885
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,211792303.32791
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,224444229.35281
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,232329301.26283
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3A,T,2025-05-21T00:00:00,2023,,234635847.10465
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1559627.369
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1446097.15
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1568669.806
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1676907.342
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1605690.467
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,2055878.479
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1647574.158
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,2095332.763
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,2113598.636
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1826552.795
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,2535531.358
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1505790.136
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1732109.574
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1772218.894
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,1079847.523
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,210050.51857
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-206419.88687
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-344146.36523
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-264477.83825
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-161013.51295
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-592974.08
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-650528.79334
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-692049.82819
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF_AGG3B,T,2025-05-21T00:00:00,2023,,-783862.19647
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,35302356.401
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,38789179.919
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,40201898.7359
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,45669739.5737
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,47791601.7609
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,48306988.8788
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,49253416.8206
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,47514131.1011
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,46255107.357
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,57055820.8289
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,57356857.6488
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,64456045.3853
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,66668022.9119
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,70618823.6073
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,70688790.6168
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,74303166.6521
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,73552224.8764
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,72790738.8481
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,80543958.5602
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,80446906.4569
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,78484243.66589
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,72742288.57698
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,73736134.06589
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF1,T,2025-05-21T00:00:00,2023,,73063811.71368
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,15577233.16
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,16976372.82
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,19234689.46
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,21052621.4
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,22080811.33
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,23163603.55
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,23335020.42
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,22215080.75
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,22920466.64
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,27562976.22
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,28006659.73
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,33390907.6
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,33848569.59
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,36474037.57
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,37601393.38
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,40165227.98
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,39719070.91
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,39477002.42
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,43718131.47
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,44088910.18
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,43460829.29
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,40015016.17861
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,40784337.84254
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF11,T,2025-05-21T00:00:00,2023,,40691076.18703
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,2521317.081
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,4381599.859
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,3789963.1159
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,6931234.9337
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,7267988.0309
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,6549145.9088
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,7068361.8406
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,5938952.1801
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,4042586.727
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,9293209.6689
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,8215548.5588
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,9281396.9853
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,10185656.9349
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,10786035.9473
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,8664222.7468
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,9297220.2621
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,9179086.5664
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,9085255.8371
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,12590757.9502
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,12361072.4059
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPT,12,MF121,T,2025-05-21T00:00:00,2023,,11012212.98
