Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2018,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2019,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2020,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2021,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2022,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2023,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2024,A,0,,ITPGRFA Secretariat,ER_CBD_ORSPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,0
2012,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2013,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2014,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2015,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2016,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2017,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2018,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2019,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2020,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2021,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2022,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2023,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2024,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_PTYPGRFA,12,NUMBER,2025-03-24T00:00:00,2024,1
2012,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,365
2013,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,426
2014,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,473
2015,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,517
2016,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,536
2017,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,549
2018,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,561
2019,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,576
2020,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,588
2021,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,596
2022,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,610
2023,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,619
2024,A,0,Cumulative value.,ITPGRFA Secretariat,ER_CBD_SMTA,12,NUMBER,2025-05-19T00:00:00,2024,619
