Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2022,ER_BDY_ABT2NP,231,None,NUMBER,2024-05-08T00:00:00,A,0,2022,Ethiopian Biodiversity Institute,1
2022,ER_BDY_ABT2NP,231,ABT2_ACHIEVE,NUMBER,2024-05-08T00:00:00,A,0,2022,Ethiopian Biodiversity Institute,1
2024,ER_BDY_SEEA,231,None,NUMBER,2025-05-13T00:00:00,A,0,2024,UNSTATS / WESR,1
2024,ER_BDY_SEEA,231,LS_COMP,NUMBER,2025-05-13T00:00:00,A,0,2024,UNSTATS / WESR,1
