Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,239.0
2011,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,236.1
2012,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,235.0
2013,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,234.7
2014,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,234.7
2015,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,234.7
2016,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,233.3
2017,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,229.5
2018,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,224.0
2019,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,217.6
2020,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,210.9
2021,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,204.7
2022,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,199.7
2023,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,195.3
2024,A,3,229.5,158.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,190.2
2000,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,365.7
2001,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,343.6
2002,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,323.6
2003,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,309.3
2004,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,301.4
2005,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,295.5
2006,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,291.1
2007,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,287.9
2008,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,285.4
2009,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,283.4
2010,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,280.6
2011,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,277.4
2012,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,276.1
2013,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,275.8
2014,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,275.8
2015,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,275.6
2016,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,273.9
2017,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,269.6
2018,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,263.1
2019,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,255.7
2020,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,247.9
2021,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,240.7
2022,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,235.0
2023,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,229.9
2024,A,3,268,187.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,223.9
