Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2020,VC_VOV_GDSD,231,GRD_ETH,PT,2025-05-07T00:00:00,A,0,2020,"Estimations based on questions: Q84A, Q84B, Q84C","Afrobarometer, Round 8",30.4
2020,VC_VOV_GDSD,231,GRD_RELIGION,PT,2025-05-07T00:00:00,A,0,2020,"Estimations based on questions: Q84A, Q84B, Q84C","Afrobarometer, Round 8",17.7
2020,VC_VOV_GDSD,231,GRD_SOCIOECON,PT,2025-05-07T00:00:00,A,0,2020,"Estimations based on questions: Q84A, Q84B, Q84C","Afrobarometer, Round 8",28.6
