Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.66
2010,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.81
2015,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.82
2016,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.82
2017,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.82
2018,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.81
2019,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.81
2020,A,0,Officially reported data,FAO. Global Forest Resources Assessment 2020 and FAOSTAT,AG_LND_FRST,12,PT,2025-03-21T00:00:00,2020,0.82
2000,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1579.0
2010,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1918.0
2015,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1956.0
2016,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1956.0
2017,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1943.0
2018,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1930.0
2019,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1939.0
2020,A,3,Officially reported data,FAO. Global Forest Resources Assessment 2020,AG_LND_FRSTN,12,HA,2025-03-21T00:00:00,2020,1949.0
2000,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.0
2010,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.0
2015,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
2016,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
2017,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
2018,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
2019,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
2020,I,3,,FAO. FAOSTAT,AG_LND_TOTL,12,HA,2025-03-21T00:00:00,2020,238174.1
