Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2015,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2016,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2017,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2018,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2019,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2020,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2021,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2022,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2023,AG_LND_SUST_PRXCSS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.0
2015,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.43
2016,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.14
2017,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.86
2018,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.86
2019,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.57
2020,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.86
2021,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.86
2022,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,3.86
2023,AG_LND_SUST_PRXTS,231,SCORE,2025-03-21T00:00:00,E,0,2023,Observation obtained through an estimation using SDG 2.4.1 Proxy methodology,Computed by FAO using as input country-level data from FAOSTAT. SDG 6.4.2 and SDG 8.3.1 reporting,4.0
