From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,SOURCE_DETAIL
SOURCE_DETAIL,REF_AREA
REF_AREA,SEX
SEX,URBANISATION
URBANISATION,INCOME_WEALTH_QUANTILE
INCOME_WEALTH_QUANTILE,EDUCATION_LEV
EDUCATION_LEV,COMPOSITE_BREAKDOWN
COMPOSITE_BREAKDOWN,TIME_DETAIL
TIME_DETAIL,COMMENT_OBS
