From,To
REF_AREA,CUST_BREAKDOWN
CUST_BREAKDOWN,CUST_BREAKDOWN_LB
CUST_BREAKDOWN_LB,OBS_STATUS
OBS_STATUS,UNIT_MULT
UNIT_MULT,TIME_DETAIL
TIME_DETAIL,COMMENT_OBS
COMMENT_OBS,SOURCE_DETAIL
