From,To
REF_AREA,OBS_STATUS
OBS_STATUS,UNIT_MULT
UNIT_MULT,TIME_DETAIL
TIME_DETAIL,COMMENT_OBS
COMMENT_OBS,UPPER_BOUND
UPPER_BOUND,LOWER_BOUND
LOWER_BOUND,SOURCE_DETAIL
