From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,SOURCE_DETAIL
SOURCE_DETAIL,REF_AREA
REF_AREA,PRODUCT
PRODUCT,TIME_DETAIL
TIME_DETAIL,BASE_PER
