From,To
OBS_STATUS,UNIT_MULT
UNIT_MULT,SOURCE_DETAIL
SOURCE_DETAIL,REF_AREA
REF_AREA,SEX
SEX,EDUCATION_LEV
EDUCATION_LEV,COMPOSITE_BREAKDOWN
COMPOSITE_BREAKDOWN,TIME_DETAIL
