From,To
REF_AREA,SEX
SEX,AGE
AGE,OBS_STATUS
OBS_STATUS,UNIT_MULT
UNIT_MULT,TIME_DETAIL
TIME_DETAIL,UPPER_BOUND
UPPER_BOUND,LOWER_BOUND
LOWER_BOUND,SOURCE_DETAIL
SOURCE_DETAIL,COMMENT_OBS
