Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,34.7
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,33.6
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,32.4
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,31.3
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,30.1
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,29.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,27.9
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,26.9
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,25.9
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,25.1
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.4
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.8
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.2
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.7
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.3
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.9
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.6
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.3
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.7
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.4
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.2
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.0
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,19.7
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,32.1
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,31.1
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,30.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,28.9
