Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,38.27236571
2001,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,35.61543375
2002,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,35.44706819
2003,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,38.09211203
2004,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,36.63153957
2005,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,41.1627215
2006,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,42.94855808
2007,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,39.72816363
2008,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,47.189695
2009,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,37.52506989
2010,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,37.0537991
2011,A,0,Budgetary Central Government Sector,IMF,GR_G14_GDP,12,PT,2025-03-26T00:00:00,2011,40.42415519
2000,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,1578160.0
2001,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,1505500.0
2002,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,1603200.0
2003,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,2000710.0
2004,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,2252510.0
2005,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,3112730.0
2006,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,3651330.0
2007,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,3715730.0
2008,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,5211490.0
2009,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,3740510.0
2010,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,4443330.0
2011,A,6,Budgetary Central Government Sector,IMF,GR_G14_XDC,12,CUR_LCU,2025-03-26T00:00:00,2011,5897480.0
