Year,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,BASE_PER,Value
2009,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00019
2010,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00019
2011,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00025
2012,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0003
2013,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00039
2014,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0005
2015,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00044
2016,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00047
2017,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00052
2018,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00051
2019,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00052
2020,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00051
2021,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00049
2022,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00048
2023,EN_MAT_DOMCMPC,231,MF14,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00047
2000,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01331
2001,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01738
2002,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02154
2003,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01845
2004,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01535
2005,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02585
2006,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01839
2007,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0199
2008,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01977
2009,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.022
2010,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02635
2011,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.03989
2012,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.04271
2013,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0385
2014,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0387
2015,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.03941
2016,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.04109
2017,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02888
2018,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02382
2019,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01997
2020,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02684
2021,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02783
2022,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02833
2023,EN_MAT_DOMCMPC,231,MF2,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02882
2000,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00244
2001,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00371
2002,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00385
2003,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00547
2004,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00427
2005,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.013
2006,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00616
2007,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00783
2008,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00722
2009,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00907
2010,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00675
2011,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.009
2012,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01101
2013,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01083
2014,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01327
2015,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01705
2016,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01937
2017,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01406
2018,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01191
2019,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01221
2020,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01183
2021,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01149
2022,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01118
2023,EN_MAT_DOMCMPC,231,MF21,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01086
2000,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01087
2001,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01368
2002,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01769
2003,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01298
2004,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01108
2005,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01285
2006,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01223
2007,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01207
2008,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01255
2009,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01294
2010,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01959
2011,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0309
2012,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.03171
2013,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02767
2014,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02543
2015,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02236
2016,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.02173
2017,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01483
2018,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0119
2019,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00775
2020,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01502
2021,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01634
2022,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01715
2023,EN_MAT_DOMCMPC,231,MF22,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.01796
2000,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.11577
2001,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.12295
2002,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.11238
2003,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.15802
2004,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.17231
2005,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.18531
2006,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.20018
2007,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.26471
2008,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.27374
2009,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.33534
2010,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.26463
2011,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.30715
2012,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.38631
2013,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.31107
2014,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.17861
2015,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.42456
2016,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.54995
2017,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.58675
2018,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.59415
2019,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.5849
2020,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.57561
2021,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.58429
2022,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.58444
2023,EN_MAT_DOMCMPC,231,MF3,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.59808
2000,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2001,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2002,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2003,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2004,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2005,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2006,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2007,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2008,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00018
2009,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0005
2010,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00068
2011,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00176
2012,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00237
2013,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.003
2014,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00406
2015,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00401
2016,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00501
2017,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00538
2018,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00378
2019,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00399
2020,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00659
2021,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00658
2022,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00648
2023,EN_MAT_DOMCMPC,231,MF4,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00649
2000,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2001,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2002,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2003,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2004,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2005,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2006,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2007,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0
2008,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00018
2009,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.0005
2010,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00068
2011,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00176
2012,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00237
2013,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.003
2014,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00406
2015,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00401
2016,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00501
2017,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00538
2018,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00378
2019,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00399
2020,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00659
2021,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00658
2022,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00648
2023,EN_MAT_DOMCMPC,231,MF41,T,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,0.00649
2000,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.66135
2001,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.59536
2002,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,12.00525
2003,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,12.57168
2004,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.37345
2005,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.11416
2006,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,10.39188
2007,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,10.08516
2008,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,9.4221
2009,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,9.31117
2010,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,8.56612
2011,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,7.74589
2012,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,7.57475
2013,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,7.0255
2014,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.46313
2015,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.41442
2016,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.37469
2017,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.02505
2018,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.74079
2019,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.48681
2020,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.40432
2021,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.04564
2022,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.83126
2023,EN_MAT_DOMCMPG,231,None,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.66203
2000,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.43756
2001,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.43524
2002,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.39247
2003,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.60129
2004,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.59562
2005,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.58391
2006,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.6036
2007,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.75722
2008,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.72237
2009,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.82421
2010,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.58174
2011,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.62073
2012,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.74044
2013,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.55213
2014,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.28014
2015,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.66372
2016,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.82511
2017,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.82886
2018,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.8043
