Year,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,BASE_PER,Value
2003,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.07538
2004,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05684
2005,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.08805
2006,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05813
2007,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05807
2008,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05358
2009,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05636
2010,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06168
2011,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.08491
2012,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.08608
2013,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.07212
2014,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06755
2015,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06402
2016,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06377
2017,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04204
2018,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03333
2019,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02648
2020,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03447
2021,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03472
2022,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03442
2023,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03369
2000,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00982
2001,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01419
2002,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01495
2003,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02233
2004,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01581
2005,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04429
2006,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01949
2007,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02284
2008,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01957
2009,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02322
2010,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01581
2011,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01915
2012,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02218
2013,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02029
2014,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02316
2015,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0277
2016,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03005
2017,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02046
2018,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01667
2019,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0162
2020,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01519
2021,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01434
2022,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01358
2023,EN_MAT_DOMCMPG,231,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0127
2000,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04375
2001,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05234
2002,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06868
2003,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05305
2004,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04103
2005,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04376
2006,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03865
2007,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03522
2008,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03401
2009,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03314
2010,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04587
2011,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06576
2012,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0639
2013,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05183
2014,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0444
2015,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03632
2016,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03372
2017,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02158
2018,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01666
2019,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01028
2020,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01928
2021,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02038
2022,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02084
2023,EN_MAT_DOMCMPG,231,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.021
2000,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.46606
2001,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.47058
2002,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.43631
2003,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.64554
2004,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.63787
2005,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.63115
2006,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.63281
2007,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.77247
2008,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.74181
2009,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.85896
2010,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.61949
2011,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.65381
2012,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.77857
2013,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.58273
2014,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.31177
2015,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.6897
2016,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.85347
2017,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.85401
2018,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.83154
2019,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.77574
2020,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.73916
2021,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.72898
2022,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.71015
2023,EN_MAT_DOMCMPG,231,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.69916
2000,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2001,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2002,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2003,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2004,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2005,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2006,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2007,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2008,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00048
2009,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00127
2010,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0016
2011,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00376
2012,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00478
2013,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00562
2014,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00709
2015,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00652
2016,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00778
2017,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00783
2018,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00529
2019,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00529
2020,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00847
2021,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00821
2022,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00787
2023,EN_MAT_DOMCMPG,231,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00758
2000,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2001,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2002,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2003,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2004,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2005,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2006,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2007,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0
2008,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00048
2009,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00127
2010,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0016
2011,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00376
2012,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00478
2013,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00562
2014,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00709
2015,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00652
2016,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00778
2017,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00783
2018,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00529
2019,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00529
2020,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00847
2021,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00821
2022,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00787
2023,EN_MAT_DOMCMPG,231,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00758
2000,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,194168828.88882
2001,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,209097644.8569
2002,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,219768028.18815
2003,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,225163614.66537
2004,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,231350972.79612
2005,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,252795561.97851
2006,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,261977083.29119
2007,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,283370698.9324
2008,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,293302134.89692
2009,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,315362442.45974
2010,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,326540914.74158
2011,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,334117910.45963
2012,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,354991247.29815
2013,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,364092800.90231
2014,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,369326692.26778
2015,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,404612808.16225
2016,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,432513123.23334
2017,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,447888377.00552
2018,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,455845527.2828
2019,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,472119849.68691
2020,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,493198744.59937
2021,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,486443234.01451
2022,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,490562163.79851
2023,EN_MAT_DOMCMPT,231,None,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,504596381.56082
2000,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,7285583.464
2001,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,7848600.179
2002,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,7184479.54605
2003,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,10769346.64085
2004,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,12115774.14755
2005,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,13281323.37285
2006,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,15216660.00025
2007,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,21276229.6849
2008,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,22486771.6737
2009,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,27915548.231
2010,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,22176111.3127
2011,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,26775210.2488
2012,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,34700765.80346
2013,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,28613677.07642
2014,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,16008460.53369
2015,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,41866794.89307
2016,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,55982265.62567
2017,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,61615394.48271
