Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,Value
2018,VC_VAW_MARR,231,F,Y_GE15,PT,2021-06-17T00:00:00,A,0,2000-2018,33.5,14.6,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",22.8
2018,VC_VAW_MARR,231,F,Y15T49,PT,2021-06-17T00:00:00,A,0,2000-2018,38.4,17.1,"All Surveys and studies that are population-based, representative at the national or sub-national level, conducted between 2000 and 2018 and measured IPV using act-specific questions.",26.5
