Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,UNIT_MEASURE,CUST_BREAKDOWN_LB,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C02,RO,Annaba,2025-07-11T00:00:00,2010-2020,1.89
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C03,RO,Batna,2025-07-11T00:00:00,2010-2020,1.437
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C03,RO,Batna,2025-07-11T00:00:00,2010-2020,1.243
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C04,RO,Blida (El Boulaïda),2025-07-11T00:00:00,2010-2020,0.461
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C04,RO,Blida (El Boulaïda),2025-07-11T00:00:00,2010-2020,0.646
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C05,RO,Chlef,2025-07-11T00:00:00,2010-2020,0.722
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C05,RO,Chlef,2025-07-11T00:00:00,2010-2020,0.673
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C07,RO,Djelfa,2025-07-11T00:00:00,2010-2020,0.583
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C07,RO,Djelfa,2025-07-11T00:00:00,2010-2020,0.414
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C08,RO,El Djazaïr (Algiers),2025-07-11T00:00:00,2010-2020,1.278
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C08,RO,El Djazaïr (Algiers),2025-07-11T00:00:00,2010-2020,0.554
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C09,RO,El Khroub,2025-07-11T00:00:00,2010-2020,0.606
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C09,RO,El Khroub,2025-07-11T00:00:00,2010-2020,1.183
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C10,RO,Khemis Miliana,2025-07-11T00:00:00,2010-2020,1.327
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C10,RO,Khemis Miliana,2025-07-11T00:00:00,2010-2020,0.49
2010,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C11,RO,Mila,2025-07-11T00:00:00,2010-2020,1.817
2020,A,0,"City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition. As a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundaries.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_LND_CNSPOP,12,C11,RO,Mila,2025-07-11T00:00:00,2010-2020,0.954
