Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2019,DC_OSSD_GRT,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting grants to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg 2020-2022 and the World Bank).,"TOSSD database, see www.tossd.online",3390.08335
2020,DC_OSSD_GRT,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting grants to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg 2020-2022 and the World Bank).,"TOSSD database, see www.tossd.online",4040.6647
2021,DC_OSSD_GRT,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting grants to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg 2020-2022 and the World Bank).,"TOSSD database, see www.tossd.online",3874.42987
2022,DC_OSSD_GRT,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting grants to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg 2020-2022 and the World Bank).,"TOSSD database, see www.tossd.online",4439.05928
2023,DC_OSSD_GRT,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting grants to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg 2020-2022 and the World Bank).,"TOSSD database, see www.tossd.online",4828.22263
2016,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",1.24465
2017,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",117.09953
2018,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",13.94386
2019,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",183.06454
2020,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",78.21468
2021,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",981.24768
2022,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",179.83184
2023,DC_OSSD_MPF,231,USD,2025-03-12T00:00:00,A,6,2023,"Measured on a commitment basis. Data gaps linked to providers reporting mobilised private finance to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for Luxembourg, the European Bank for Reconstruction and Development and the World Bank).","TOSSD database, see www.tossd.online",2462.12031
2019,DC_OSSD_OFFCL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",1386.12159
2020,DC_OSSD_OFFCL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",1611.66437
2021,DC_OSSD_OFFCL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",685.01154
2022,DC_OSSD_OFFCL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",856.47811
2023,DC_OSSD_OFFCL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",963.61387
2019,DC_OSSD_OFFNL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",13.34734
2020,DC_OSSD_OFFNL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",179.31361
2021,DC_OSSD_OFFNL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",121.73001
2022,DC_OSSD_OFFNL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",122.24388
2023,DC_OSSD_OFFNL,231,USD,2025-03-12T00:00:00,A,6,2023,Gross disbursements. Data gaps linked to providers reporting official concessional loans to the OECD DAC (Creditor Reporting System) but not to TOSSD have been estimated (i.e. for the World Bank).,"TOSSD database, see www.tossd.online",88.03097
2016,DC_OSSD_PRVGRT,231,USD,2025-03-12T00:00:00,A,6,2022,Gross disbursements.,"TOSSD database, see www.tossd.online",106.95903
2017,DC_OSSD_PRVGRT,231,USD,2025-03-12T00:00:00,A,6,2022,Gross disbursements.,"TOSSD database, see www.tossd.online",143.60332
2018,DC_OSSD_PRVGRT,231,USD,2025-03-12T00:00:00,A,6,2022,Gross disbursements.,"TOSSD database, see www.tossd.online",164.30126
2019,DC_OSSD_PRVGRT,231,USD,2025-03-12T00:00:00,A,6,2022,Gross disbursements.,"TOSSD database, see www.tossd.online",211.25113
2020,DC_OSSD_PRVGRT,231,USD,2025-03-12T00:00:00,A,6,2022,Gross disbursements.,"TOSSD database, see www.tossd.online",242.13078
