Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,55256334
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,199486762
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,183985133
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,340697337
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,539457581
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,284676428
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,179940098
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,12,USD,2025-05-13T00:00:00,2017,261238518
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,6326577662
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,6010578343
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,3411822531
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,4629945744
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,6140796911
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,5628547154
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,4736043835
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,12,USD,2025-05-13T00:00:00,2017,4352221372
2010,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,6381833996
2011,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,6210065105
2012,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,3595807664
2013,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,4970643081
2014,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,6680254492
2015,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,5913223582
2016,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,4915983933
2017,A,0,World Environment Situation Room,DC_ENVTECH_TT,12,USD,2023-05-10T00:00:00,2017,4613459890
