Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2020,SD_CPA_UPRDP,231,NUMBER,2025-05-12T00:00:00,A,0,2020-2023,UN-Habitat/OECD Global Survey on National Urban Policies 2023,NUP 2023 Status,1
2023,SD_CPA_UPRDP,231,NUMBER,2025-05-12T00:00:00,A,0,2020-2023,UN-Habitat/OECD Global Survey on National Urban Policies 2023,NUP 2023 Status,1
