Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2016,SH_SUD_ALCOL,231,None,Y_GE15,PT,2020-07-06T00:00:00,A,0,2016,WHO,2.5
2016,SH_SUD_ALCOL,231,F,Y_GE15,PT,2020-07-06T00:00:00,A,0,2016,WHO,0.5
2016,SH_SUD_ALCOL,231,M,Y_GE15,PT,2020-07-06T00:00:00,A,0,2016,WHO,4.5
