Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2010,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",14.34944
2011,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",14.61835
2012,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",14.88973
2013,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.16359
2014,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.43993
2015,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.71874
2016,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.00002
2017,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.28379
2018,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.57003
2019,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.85874
2020,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.14993
2021,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.4436
2022,SH_SAN_SAFE,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.4436
