Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2024,A,3,936,395.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,None,Y0T4,NUMBER,2025-03-27T00:00:00,2024,617.0
2000,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,181.8
2001,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,186.4
2002,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,191.4
2003,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,198.5
2004,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,207.6
2005,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,216.7
2006,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,225.9
2007,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,235.9
2008,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,246.0
2009,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,254.5
2010,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,260.8
2011,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,264.7
2012,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,266.8
2013,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,267.5
2014,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,267.4
2015,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,267.3
2016,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,266.8
2017,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,266.0
2018,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,264.7
2019,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,263.5
2020,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,262.9
2021,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,263.8
2022,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,266.7
2023,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,272.6
2024,A,3,427.7,183.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,F,Y0T4,NUMBER,2025-03-27T00:00:00,2024,282.8
2000,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,219.3
2001,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,222.7
2002,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,226.7
2003,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,234.1
2004,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,245.1
2005,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,256.2
2006,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,267.2
2007,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,279.2
2008,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,291.3
2009,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,301.6
2010,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,309.1
2011,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,313.6
2012,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,316.1
2013,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,316.9
2014,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,316.7
2015,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,316.5
2016,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,315.9
2017,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,314.9
2018,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,313.4
2019,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,311.9
2020,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,311.3
2021,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,312.4
2022,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,315.7
2023,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,322.6
2024,A,3,515.1,211,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGTN,12,M,Y0T4,NUMBER,2025-03-27T00:00:00,2024,334.2
