Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,57.40833
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,59.40833
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,59.93333
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,55.76667
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,53.24167
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,53.24167
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,50.125
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL4,12,IX,2025-05-19T00:00:00,2023,50.125
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,25.0
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,25.0
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,30.0
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,40.0
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,40.0
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,50.0
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,50.0
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL5,12,IX,2025-05-19T00:00:00,2023,50.0
2022,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,12,IX,2025-04-29T00:00:00,2024,36.9
2024,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,12,IX,2025-04-29T00:00:00,2024,30.2
