Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,UNIT_MEASURE,CUST_BREAKDOWN_LB,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C02,PT,Annaba,2025-07-12T00:00:00,2020,49.59455
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C03,PT,Batna,2025-07-12T00:00:00,2020,42.03593
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C04,PT,Blida (El Boulaïda),2025-07-12T00:00:00,2020,54.00889
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C05,PT,Chlef,2025-07-12T00:00:00,2020,62.74529
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C06,PT,Constantine (Qacentina),2025-07-12T00:00:00,2020,33.56049
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C07,PT,Djelfa,2025-07-12T00:00:00,2020,70.55116
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C08,PT,El Djazaïr (Algiers),2025-07-12T00:00:00,2020,41.23467
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C09,PT,El Khroub,2025-07-12T00:00:00,2020,67.46435
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C10,PT,Khemis Miliana,2025-07-12T00:00:00,2020,74.51118
2020,A,0,"Population with convenient access to open public spaces is the percentage share of urban population who can access an open public space within a walking distance of 400 meters along the street network. An open public space (OPS) is defined as an area that is openly and freely accessible space for all (without any cost implication) for enjoyment of social services such as recreation. Identification of open public spaces is  based on data compiled from city land use plans and open sources including OpenStreetMap and GoogleEarth. Data used to estimate population with access to public transport is based on grid level population disaggregation directly from city/country data, High Resolution Settlement Layer - HRSL (Facebook Connectivity Lab and CIESIN), WorldPop or GHS-Pop. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the global indicator methodology. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",UN-Habitat Urban Indicators Database,EN_ACS_URB_OPENSP,12,C11,PT,Mila,2025-07-12T00:00:00,2020,81.60063
