Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_PSG,PT,2025-03-21T00:00:00,2021,Montane,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.13
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.09
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.16
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.1
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.13
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SAF,PT,2025-03-21T00:00:00,2021,Montane,0.15
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.25
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.41
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.42
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.38
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.31
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SHR,PT,2025-03-21T00:00:00,2021,Montane,0.27
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,3.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,2.94
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,3.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,3.26
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,3.39
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_SNV,PT,2025-03-21T00:00:00,2021,Montane,3.48
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.39
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.38
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.39
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.45
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.51
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TBL,PT,2025-03-21T00:00:00,2021,Montane,3.54
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.46
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.43
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.44
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.53
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.58
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_TRE,PT,2025-03-21T00:00:00,2021,Montane,8.61
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.84
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.96
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.06
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.27
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.4
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_ART,PT,2025-03-21T00:00:00,2021,Remaining mountain area,1.49
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.36
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.52
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.65
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.6
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.57
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_CRP,PT,2025-03-21T00:00:00,2021,Remaining mountain area,6.54
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,15.37
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,15.11
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,14.81
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,14.29
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,14.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_GRS,PT,2025-03-21T00:00:00,2021,Remaining mountain area,13.81
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.03
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.04
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.05
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.06
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.06
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_IWB,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.05
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,25.49
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,25.45
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,25.26
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,24.68
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,24.35
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_MGCI,PT,2025-03-21T00:00:00,2021,Remaining mountain area,24.13
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_PSG,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.03
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.02
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.01
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.01
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SAF,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.01
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.15
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.22
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.22
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.21
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.18
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SHR,PT,2025-03-21T00:00:00,2021,Remaining mountain area,0.16
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.55
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.52
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.57
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.82
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.85
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_SNV,PT,2025-03-21T00:00:00,2021,Remaining mountain area,2.88
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.08
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.05
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.06
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.17
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.34
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TBL,PT,2025-03-21T00:00:00,2021,Remaining mountain area,71.45
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.59
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.58
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.57
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.58
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.59
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C04,LC_TRE,PT,2025-03-21T00:00:00,2021,Remaining mountain area,3.6
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,None,None,KM2,2025-03-21T00:00:00,2021,,273874.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C03,None,KM2,2025-03-21T00:00:00,2021,Montane,64139.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_TOTL,12,C04,None,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,209735.0
