Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,13942.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,13841.1
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,13772.2
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,13726.2
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,32232.1
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,31687.5
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,31068.9
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,29966.6
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,29370.1
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,28972.4
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,71.3
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,78.8
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,102.5
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,128.4
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,119.7
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,113.9
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,53457.1
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,53368.8
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,52972.9
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,51756.6
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,51067.8
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,50608.6
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,53.4
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,47.3
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,18.4
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,10.4
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,19.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,24.8
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,312.8
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,458.6
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,455.7
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,432.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,374.9
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,336.7
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,5357.7
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,5276.8
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,5390.4
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,5915.7
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,5985.2
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,6031.4
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149081.6
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149006.8
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149041.3
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149276.7
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149630.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,149865.6
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7527.2
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7499.1
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7488.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7506.6
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7531.7
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,12,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,7548.4
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.15
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.29
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.45
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.73
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.91
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_ART,PT,2025-03-21T00:00:00,2021,,2.03
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.02
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.52
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.77
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.71
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.73
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.74
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,26.93
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,26.29
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,25.81
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,25.22
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,24.84
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_GRS,PT,2025-03-21T00:00:00,2021,,24.6
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.06
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.08
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.07
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.09
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.08
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_IWB,PT,2025-03-21T00:00:00,2021,,0.07
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,40.9
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,40.82
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,40.6
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,39.94
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,39.58
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_MGCI,PT,2025-03-21T00:00:00,2021,,39.33
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_PSG,PT,2025-03-21T00:00:00,2021,,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.05
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.04
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.04
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.03
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.04
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SAF,PT,2025-03-21T00:00:00,2021,,0.04
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.17
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.26
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.26
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.25
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.21
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SHR,PT,2025-03-21T00:00:00,2021,,0.19
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,2.66
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,2.61
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,2.67
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,2.92
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,2.98
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_SNV,PT,2025-03-21T00:00:00,2021,,3.02
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.23
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.2
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.21
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.31
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.46
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TBL,PT,2025-03-21T00:00:00,2021,,55.55
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.73
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.71
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.71
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.74
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.76
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,None,LC_TRE,PT,2025-03-21T00:00:00,2021,,4.77
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,2.14
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,2.39
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,2.71
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,3.25
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,3.57
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_ART,PT,2025-03-21T00:00:00,2021,Montane,3.79
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,17.74
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,19.32
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,19.96
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,19.9
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,20.06
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_CRP,PT,2025-03-21T00:00:00,2021,Montane,20.17
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,64.73
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,62.84
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,61.79
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,60.95
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,60.29
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_GRS,PT,2025-03-21T00:00:00,2021,Montane,59.85
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.16
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.21
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.13
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.19
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.16
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_IWB,PT,2025-03-21T00:00:00,2021,Montane,0.14
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,91.31
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,91.08
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,90.77
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,89.85
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,89.37
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,12,C03,LC_MGCI,PT,2025-03-21T00:00:00,2021,Montane,89.05
