Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,75867221.0
2016,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,19017988.0
2017,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,29296876.0
2018,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,40461749.0
2019,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,663547.0
2020,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,36337202.0
2021,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,12255286.0
2022,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,14127.0
2023,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_AGLH,12,USD,2025-03-13T00:00:00,2023,1336806.0
2015,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_CHLN,12,USD,2025-03-05T00:00:00,2023,0.0
2023,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_CHLN,12,USD,2025-03-05T00:00:00,2023,0.0
2023,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_DDPA,12,USD,2025-03-05T00:00:00,2023,0.0
2005,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,0.725977
2006,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,5.076101
2007,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,12.317156
2008,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,200.856487
2009,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,6.29618
2010,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,0.917672
2011,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,29.76409
2012,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,69.608892
2013,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,209.60107
2014,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,24.711395
2015,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,86.607296
2016,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,20.013613
2017,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,49.749076
2018,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,42.464249
2019,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,0.663547
2020,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,36.337202
2021,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,98.014846
2022,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,76.637717
2023,A,6,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_GDPLS,12,USD,2025-03-05T00:00:00,2023,12.85063
2005,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,6450.0
2006,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,4574025.0
2007,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,0.0
2008,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,200831063.0
2009,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,0.0
2010,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,0.0
2011,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,28827675.0
2012,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,44711700.0
2013,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,20890125.0
2014,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,24705450.0
2015,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,10740075.0
2016,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,995625.0
2017,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,20452200.0
2018,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,2002500.0
2021,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,85759560.0
2022,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,76623590.0
2023,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_HOLH,12,USD,2025-03-13T00:00:00,2023,11513824.0
2005,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,6.78185283099947e-06
2006,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,4.12409492704169e-05
2007,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,8.64464953713776e-05
2008,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0011134939185293
2009,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,4.18860142232748e-05
2010,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,5.16169530612819e-06
2011,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0001363249088544
2012,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.000306452699609
2013,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0009124952438169
2014,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.00010341962309
2015,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0004619203601181
2016,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0001107168075501
2017,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0002618317298583
2018,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0002183173304816
2019,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,3.43164857442814e-06
2020,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.000220527522546
2021,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0005272903854016
2022,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,0.0003396595193036
2023,A,0,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),VC_DSR_LSGP,12,PT,2025-03-05T00:00:00,2023,5.25059857975207e-05
