Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2005,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),6610.30909891566
2006,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),12404.9963638499
2007,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),3804.56150091037
2008,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),2757.69212982544
2009,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),5686.05546909589
2010,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),7021.93875194373
2011,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),3060.09116267026
2012,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),3423.61400121152
2013,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),2660.6107588667
2014,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),1927.99410496559
2015,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),7623.55002860144
2016,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),9535.02272649711
2017,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),8766.903900199
2018,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),7333.10538741729
2019,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),7059.98856048093
2020,VC_DSR_DAFF,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),56.5988212130391
2005,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),62.0
2006,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),301.0
2007,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),66.0
2008,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),24.0
2009,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2010,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),205.0
2011,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),27.0
2012,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),39.0
2013,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),418.0
2014,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),130.0
2015,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),874.0
2016,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),155.0
2017,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),503.0
2018,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),61.0
2019,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),20055.0
2020,VC_DSR_IJILN,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),29262.0
2005,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2007,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2008,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2009,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2010,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2011,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2012,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2016,VC_DSR_MISS,231,NUMBER,2025-03-05T00:00:00,A,0,2016,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),15.0
2005,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),542.0
2006,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),1840.0
2007,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2008,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),151.0
2009,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),6.0
2010,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),66.0
2011,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),94.0
2012,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),80.0
2013,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),198.0
2014,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),74.0
2015,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),75.0
2016,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),382.0
2017,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),153.0
2018,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),237.0
2019,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),235.0
2020,VC_DSR_MMHN,231,NUMBER,2025-03-13T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),197.0
2005,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),542.0
2006,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),1840.0
2007,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2008,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),151.0
2009,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),6.0
2010,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),66.0
2011,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),94.0
2012,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),80.0
2013,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),198.0
2014,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),74.0
2015,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),75.0
2016,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),367.0
2017,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),153.0
2018,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),237.0
2019,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),235.0
2020,VC_DSR_MORT,231,NUMBER,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),197.0
2005,VC_DSR_MTMP,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.691613497284013
2006,VC_DSR_MTMP,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),2.27995096618498
2007,VC_DSR_MTMP,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.0
2008,VC_DSR_MTMP,231,PER_100000_POP,2025-03-05T00:00:00,A,0,2020,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,United Nations Office for Disaster Risk Reduction (2025),0.176518032871819
