Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,Value
2007,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3400.8
2008,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3333.2
2009,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3253.7
2010,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3164.5
2011,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3077.7
2012,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3003.7
2013,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2940.8
2014,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2894.5
2015,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2865.1
2016,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2846.7
2017,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2838.3
2018,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2843.9
2019,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2862.3
2020,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2898.3
2021,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",2951.8
2022,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3019.0
2023,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3077.6
2024,SH_STA_STNTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,3547.1,2745.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3125.0
2000,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3953.1
2001,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3967.3
2002,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3982.2
2003,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3994.4
2004,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3992.8
2005,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3985.3
2006,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3967.5
2007,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3924.6
2008,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3863.6
2009,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3787.4
2010,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3697.9
2011,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3609.1
2012,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3532.6
2013,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3467.1
2014,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3419.7
2015,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3391.3
2016,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3376.0
2017,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3373.5
2018,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3388.4
2019,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3419.3
2020,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3471.2
2021,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3542.8
2022,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3628.9
2023,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3704.0
2024,SH_STA_STNTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,4234.6,3336.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",3764.9
