Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2000,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",13
2005,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",17
2010,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",27
2015,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",34
2017,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",35
2019,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",36
2021,SH_ACS_UNHC,231,IX,2023-05-03T00:00:00,A,0,2021,"WHO Global Health Observatory (GHO), May 2023 update",35
