Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,Value
2020,SN_STA_OVWGTN,231,None,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,1082.8,383.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",452.5
2021,SN_STA_OVWGTN,231,None,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,1082.8,383.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",485.0
2022,SN_STA_OVWGTN,231,None,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,1082.8,383.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",526.6
2023,SN_STA_OVWGTN,231,None,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,1082.8,383.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",579.7
2024,SN_STA_OVWGTN,231,None,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,1082.8,383.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",647.4
2000,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",169.6
2001,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",178.8
2002,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",187.5
2003,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",195.3
2004,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",201.6
2005,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",206.4
2006,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",208.9
2007,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",209.2
2008,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",207.7
2009,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",204.4
2010,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",199.8
2011,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",194.7
2012,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",189.4
2013,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",184.4
2014,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",180.5
2015,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",178.4
2016,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",178.3
2017,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",180.6
2018,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",185.8
2019,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",194.0
2020,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",205.4
2021,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",220.1
2022,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",239.0
2023,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",263.1
2024,SN_STA_OVWGTN,231,F,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,486.1,177.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",293.9
2000,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",201.7
2001,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",212.7
2002,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",223.1
2003,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",232.5
2004,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",240.3
2005,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",246.2
2006,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",249.6
2007,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",250.3
2008,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",248.9
2009,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",245.3
2010,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",240.0
2011,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",234.0
2012,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",227.9
2013,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",221.9
2014,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",217.3
2015,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",214.8
2016,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",214.7
2017,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",217.4
2018,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",223.5
2019,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",233.4
2020,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",247.1
2021,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",264.9
2022,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",287.6
2023,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",316.6
2024,SN_STA_OVWGTN,231,M,Y0T4,NUMBER,2025-03-27T00:00:00,A,3,2024,592.5,210.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",353.5
