Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2019,SH_DYN_IMRTN,231,M,Y0,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",91751.0
2020,SH_DYN_IMRTN,231,M,Y0,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",90759.0
2021,SH_DYN_IMRTN,231,M,Y0,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",89359.0
2022,SH_DYN_IMRTN,231,M,Y0,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",87404.0
2023,SH_DYN_IMRTN,231,M,Y0,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",85406.0
2000,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",140.4
2001,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",134.1
2002,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",127.7
2003,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",121.4
2004,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",115.0
2005,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",108.8
2006,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",102.9
2007,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",97.4
2008,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",92.3
2009,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",87.6
2010,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",83.2
2011,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",79.1
2012,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",75.3
2013,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",71.6
2014,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",68.2
2015,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",64.9
2016,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",61.7
2017,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",58.9
2018,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",56.4
2019,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",54.1
2020,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",52.0
2021,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",50.0
2022,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",48.2
2023,SH_DYN_MORT,231,None,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",46.5
2000,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",128.2
2001,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",122.1
2002,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",116.0
2003,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",109.8
2004,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",103.6
2005,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",97.7
2006,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",92.1
2007,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",86.9
2008,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",82.0
2009,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",77.5
2010,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",73.4
2011,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",69.6
2012,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",66.0
2013,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",62.7
2014,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",59.6
2015,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",56.6
2016,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",53.8
2017,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",51.3
2018,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",49.1
2019,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",47.0
2020,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",45.2
2021,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",43.4
2022,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",41.8
2023,SH_DYN_MORT,231,F,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",40.3
2000,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",152.1
2001,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",145.6
2002,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",139.0
2003,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",132.3
2004,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",125.8
2005,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",119.4
2006,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",113.2
2007,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",107.4
2008,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",102.1
2009,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",97.1
2010,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",92.6
2011,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",88.1
2012,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",84.1
2013,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",80.2
2014,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",76.4
2015,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",72.7
2016,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",69.4
2017,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",66.2
2018,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",63.4
2019,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",60.8
2020,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",58.4
2021,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",56.4
2022,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",54.2
2023,SH_DYN_MORT,231,M,Y0T4,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",52.3
2000,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",416841.0
2001,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",404657.0
2002,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",391697.0
2003,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",377225.0
2004,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",362262.0
2005,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",348067.0
2006,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",333163.0
2007,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",317618.0
2008,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",302381.0
2009,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",287158.0
2010,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",272780.0
2011,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",259927.0
2012,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",247330.0
2013,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",235182.0
2014,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",225638.0
2015,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",218619.0
2016,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",212585.0
2017,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",207639.0
2018,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",204066.0
2019,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",202011.0
2020,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",199323.0
2021,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",195789.0
2022,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",191703.0
2023,SH_DYN_MORTN,231,None,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",187237.0
2000,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",185030.0
2001,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",179220.0
2002,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",172958.0
2003,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",166016.0
2004,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",158766.0
2005,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",151851.0
2006,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",144848.0
2007,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",137604.0
2008,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",130498.0
2009,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",123552.0
2010,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",116947.0
2011,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",111170.0
2012,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",105443.0
2013,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",100016.0
2014,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",95841.0
2015,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",92757.0
2016,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",90036.0
2017,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",87820.0
2018,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",86296.0
2019,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",85407.0
2020,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",84258.0
2021,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",82541.0
2022,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",80960.0
2023,SH_DYN_MORTN,231,F,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",79000.0
2000,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",231811.0
2001,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",225437.0
2002,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",218739.0
2003,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",211209.0
2004,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",203496.0
2005,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",196216.0
2006,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",188315.0
2007,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",180014.0
2008,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",171883.0
2009,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",163606.0
2010,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",155833.0
2011,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",148757.0
2012,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",141887.0
2013,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",135166.0
2014,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",129797.0
2015,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",125862.0
2016,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",122549.0
2017,SH_DYN_MORTN,231,M,Y0T4,NUMBER,2025-03-19T00:00:00,A,0,2023,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",119819.0
