Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,COMMENT_OBS,Value
2005,GB_POP_SCIERD,231,PER_1000000_POP,2025-03-05T00:00:00,A,0,2017,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,Break in series with previous year for which data are available,20.82551
2007,GB_POP_SCIERD,231,PER_1000000_POP,2025-03-05T00:00:00,A,0,2017,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,Break in series with previous year for which data are available,19.72278
2010,GB_POP_SCIERD,231,PER_1000000_POP,2025-03-05T00:00:00,A,0,2017,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,Break in series with previous year for which data are available,41.46809
2013,GB_POP_SCIERD,231,PER_1000000_POP,2025-03-05T00:00:00,A,0,2017,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,Break in series with previous year for which data are available,43.9301
2017,GB_POP_SCIERD,231,PER_1000000_POP,2025-03-05T00:00:00,A,0,2017,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,Break in series with previous year for which data are available,89.03843
