Year,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2024,SG_CPA_OFDI,231,None,NUMBER,2025-02-26T00:00:00,A,0,2024,UNCTAD,0
2024,SG_CPA_OFDI,231,OFDI_DIRECTCPART,NUMBER,2025-02-26T00:00:00,A,0,2024,UNCTAD,0
2024,SG_CPA_OFDI,231,OFDI_FISFINSUP,NUMBER,2025-02-26T00:00:00,A,0,2024,UNCTAD,0
2024,SG_CPA_OFDI,231,OFDI_INVFACSERV,NUMBER,2025-02-26T00:00:00,A,0,2024,UNCTAD,0
2024,SG_CPA_OFDI,231,OFDI_INVGUA,NUMBER,2025-02-26T00:00:00,A,0,2024,UNCTAD,0
