Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,10260
2011,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,11831
2012,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,7471
2013,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,22713
2014,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,5460
2015,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,7561
2016,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,10752
2017,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,13158
2018,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,10950
2019,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,10339
2020,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,11599
2021,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,7083
2022,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,5780
2023,A,0,Aggregation across diseases,WHO Global Health Observatory,SH_TRP_INTVN,12,NUMBER,2025-02-13T00:00:00,2023,7656
