Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,129.2513848
2001,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,102.5435276
2002,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,91.95150264
2003,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,84.64592049
2004,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,85.57523617
2005,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,110.7949445
2006,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,136.8931195
2007,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,107.7051344
2008,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,119.367621
2009,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,83.64003347
2010,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,93.87711913
2011,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,12,PT,2025-03-26T00:00:00,2011,91.34700063
