Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2016,ER_IAS_GLOFUN,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,1
2020,ER_IAS_GLOFUN,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,0
2022,ER_IAS_GLOFUN,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,0
2010,ER_IAS_LEGIS,231,BOOL,2024-09-26T00:00:00,A,0,2022,2022 dataset disaggregated into relevant themes,Data gathered from the latest version of NBSAP,1
2016,ER_IAS_LEGIS,231,BOOL,2024-09-26T00:00:00,A,0,2022,2022 dataset disaggregated into relevant themes,Data gathered from the latest version of NBSAP,1
2020,ER_IAS_LEGIS,231,BOOL,2024-09-26T00:00:00,A,0,2022,2022 dataset disaggregated into relevant themes,Data gathered from the latest version of NBSAP,1
2022,ER_IAS_LEGIS,231,BOOL,2024-09-26T00:00:00,A,0,2022,2022 dataset disaggregated into relevant themes,Data gathered from the latest version of NBSAP,1
2016,ER_IAS_NATBUD,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,1
2020,ER_IAS_NATBUD,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,0
2022,ER_IAS_NATBUD,231,BOOL,2024-09-26T00:00:00,A,0,2022,Responses to a set of key questons have been included in this dataset.,Data gathered as a result of a survey,1
2016,ER_IAS_NBSAP,231,BOOL,2024-09-26T00:00:00,A,0,2022,Reference to Target 9 was a requirement,Data gathered from the latest version of NBSAP,1
2020,ER_IAS_NBSAP,231,BOOL,2024-09-26T00:00:00,A,0,2022,Reference to Target 9 was a requirement,Data gathered from the latest version of NBSAP,1
2022,ER_IAS_NBSAP,231,BOOL,2024-09-26T00:00:00,A,0,2022,Reference to Target 9 was a requirement,Data gathered from the latest version of NBSAP,1
