Year,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,CUST_BREAKDOWN_LB,Value
2005,ER_MTN_GRNCOV,231,C03,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,641.7
2010,ER_MTN_GRNCOV,231,C03,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,709.0
2015,ER_MTN_GRNCOV,231,C03,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,923.6
2018,ER_MTN_GRNCOV,231,C03,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1322.5
2021,ER_MTN_GRNCOV,231,C03,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1588.5
2000,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28313.9
2005,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28249.6
2010,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28562.0
2015,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28952.2
2018,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28754.2
2021,ER_MTN_GRNCOV,231,C03,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,28622.3
2000,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,12309.4
2005,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,12059.6
2010,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11680.3
2015,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11152.8
2018,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,11029.6
2021,ER_MTN_GRNCOV,231,C03,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10947.5
2000,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,18.0
2005,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,16.5
2010,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,17.7
2015,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,23.4
2018,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,24.3
2021,ER_MTN_GRNCOV,231,C03,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,24.9
2000,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,51900.9
2005,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,51772.5
2010,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,51704.1
2015,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,51484.0
2018,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,51084.2
2021,ER_MTN_GRNCOV,231,C03,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,50817.6
2000,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2005,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2010,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2015,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2018,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2021,ER_MTN_GRNCOV,231,C03,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2000,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.9
2005,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.2
2010,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.9
2015,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.1
2018,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.9
2021,ER_MTN_GRNCOV,231,C03,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.8
2000,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,842.7
2005,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,863.3
2010,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,827.3
2015,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,812.1
2018,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,767.7
2021,ER_MTN_GRNCOV,231,C03,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,738.1
2000,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.9
2005,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.8
2010,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.8
2015,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.7
2018,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.7
2021,ER_MTN_GRNCOV,231,C03,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.6
2000,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.7
2005,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.6
2010,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.5
2015,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.4
2018,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.5
2021,ER_MTN_GRNCOV,231,C03,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.5
2000,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10432.0
2005,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10596.9
2010,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10631.7
2015,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10564.8
2018,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10530.7
2021,ER_MTN_GRNCOV,231,C03,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,10508.0
2000,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2265.3
2005,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2812.9
2010,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3107.5
2015,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,4037.8
2018,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,5483.6
2021,ER_MTN_GRNCOV,231,C04,LC_ART,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,6447.5
2000,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,66184.3
2005,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,65258.5
2010,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,68118.5
2015,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,72381.1
2018,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,73848.7
2021,ER_MTN_GRNCOV,231,C04,LC_CRP,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,74827.1
2000,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,265200.5
2005,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,264472.7
2010,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,261627.6
2015,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,258341.0
2018,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,256413.9
2021,ER_MTN_GRNCOV,231,C04,LC_GRS,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,255129.1
2000,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,719.2
2005,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,734.0
2010,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1027.2
2015,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1147.1
2018,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1388.5
2021,ER_MTN_GRNCOV,231,C04,LC_IWB,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1549.5
2000,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,479905.8
2005,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,479080.5
2010,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,478304.1
2015,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,476351.6
2018,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,474417.7
2021,ER_MTN_GRNCOV,231,C04,LC_MGCI,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,473128.5
2000,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2005,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2010,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2015,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2018,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2021,ER_MTN_GRNCOV,231,C04,LC_PSG,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2000,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1572.1
2005,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1559.4
2010,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1321.2
2015,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1270.3
2018,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1162.1
2021,ER_MTN_GRNCOV,231,C04,LC_SAF,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1089.9
2000,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,15327.8
2005,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,16094.0
2010,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,16204.7
2015,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,16214.2
2018,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,15902.7
2021,ER_MTN_GRNCOV,231,C04,LC_SHR,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,15695.1
2000,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,4878.1
2005,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,5232.4
2010,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,5384.1
2015,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,6002.5
2018,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,5584.4
2021,ER_MTN_GRNCOV,231,C04,LC_SNV,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,5305.7
2000,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10780.3
2005,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10688.8
2010,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10725.8
2015,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,11009.8
2018,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,11674.4
2021,ER_MTN_GRNCOV,231,C04,LC_TBL,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12117.5
2000,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,131621.2
2005,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,131695.9
2010,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,131032.1
2015,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,128145.0
2018,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,127090.4
2021,ER_MTN_GRNCOV,231,C04,LC_TRE,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,126387.3
2000,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.5
2005,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.63
2010,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.69
2015,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.9
2018,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.23
2021,ER_MTN_GRNCVI,231,None,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.46
2000,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,17.14
2005,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,16.96
2010,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,17.54
2015,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,18.38
2018,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,18.61
2021,ER_MTN_GRNCVI,231,None,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,18.77
2000,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,50.39
2005,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,50.22
2010,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,49.63
2015,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,48.94
2018,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,48.57
2021,ER_MTN_GRNCVI,231,None,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,48.32
2000,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.13
