Year,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,CUST_BREAKDOWN_LB,Value
2005,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.14
2010,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.19
2015,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.21
2018,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.26
2021,ER_MTN_GRNCVI,231,None,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.29
2000,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,96.52
2005,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,96.35
2010,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,96.2
2015,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,95.8
2018,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,95.38
2021,ER_MTN_GRNCVI,231,None,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,95.1
2000,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2005,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2010,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2015,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2018,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2021,ER_MTN_GRNCVI,231,None,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.0
2000,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.29
2005,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.28
2010,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.24
2015,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.23
2018,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.21
2021,ER_MTN_GRNCVI,231,None,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.2
2000,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,2.93
2005,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,3.08
2010,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,3.09
2015,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,3.09
2018,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,3.02
2021,ER_MTN_GRNCVI,231,None,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,2.98
2000,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.88
2005,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.95
2010,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.98
2015,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.09
2018,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.01
2021,ER_MTN_GRNCVI,231,None,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,0.96
2000,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.96
2005,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.94
2010,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,1.95
2015,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,2.0
2018,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,2.12
2021,ER_MTN_GRNCVI,231,None,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,2.2
2000,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,25.77
2005,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,25.81
2010,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,25.7
2015,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,25.16
2018,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,24.97
2021,ER_MTN_GRNCVI,231,None,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,24.83
2000,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.11
2005,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.13
2010,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.14
2015,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.21
2018,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.22
2021,ER_MTN_GRNCVI,231,C02,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.22
2000,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,3.83
2005,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,3.25
2010,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,3.51
2015,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,3.8
2018,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,4.49
2021,ER_MTN_GRNCVI,231,C02,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,4.95
2000,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,89.14
2005,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,89.46
2010,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,89.05
2015,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,88.69
2018,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,87.96
2021,ER_MTN_GRNCVI,231,C02,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,87.47
2000,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.07
2005,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.06
2010,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.08
2015,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.08
2018,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.14
2021,ER_MTN_GRNCVI,231,C02,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.18
2000,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.82
2005,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.8
2010,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.78
2015,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.71
2018,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.64
2021,ER_MTN_GRNCVI,231,C02,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,99.6
2000,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2005,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2010,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2015,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2018,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2021,ER_MTN_GRNCVI,231,C02,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2000,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.08
2005,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.07
2010,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.06
2015,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.07
2018,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.03
2021,ER_MTN_GRNCVI,231,C02,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.01
2000,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.24
2005,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.32
2010,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.29
2015,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.28
2018,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.21
2021,ER_MTN_GRNCVI,231,C02,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.17
2000,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2005,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2010,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2015,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2018,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2021,ER_MTN_GRNCVI,231,C02,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2000,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2005,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2010,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2015,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2018,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2021,ER_MTN_GRNCVI,231,C02,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0.0
2000,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,6.54
2005,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,6.7
2010,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,6.88
2015,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,6.87
2018,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,6.94
2021,ER_MTN_GRNCVI,231,C02,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,7.0
2000,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.98
2005,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.22
2010,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.35
2015,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.76
2018,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,2.52
2021,ER_MTN_GRNCVI,231,C03,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,3.03
2000,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,54.0
2005,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,53.88
2010,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,54.47
2015,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,55.22
2018,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,54.84
2021,ER_MTN_GRNCVI,231,C03,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,54.59
2000,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,23.48
2005,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,23.0
2010,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,22.28
2015,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,21.27
2018,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,21.04
2021,ER_MTN_GRNCVI,231,C03,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.88
2000,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.03
2005,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.03
2010,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.03
2015,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.04
2018,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.05
2021,ER_MTN_GRNCVI,231,C03,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.05
2000,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,98.99
2005,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,98.74
2010,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,98.61
2015,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,98.19
2018,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,97.43
2021,ER_MTN_GRNCVI,231,C03,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,96.92
2000,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2005,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2010,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2015,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2018,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2021,ER_MTN_GRNCVI,231,C03,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2000,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.01
2005,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.01
2010,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.01
2015,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2018,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2021,ER_MTN_GRNCVI,231,C03,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2000,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.61
2005,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.65
