Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,51.2234
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,51.62613
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,52.02886
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,52.4316
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,52.83433
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,53.1562
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,53.47684
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,53.79626
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,54.11446
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,54.43143
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,54.74718
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,55.06171
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,55.37501
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,55.68709
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,55.99795
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,R,PT,2023-09-12T00:00:00,2022,55.99795
2000,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.84215
2001,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.91516
2002,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.98817
2003,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.06117
2004,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.13418
2005,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.20718
2006,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.28019
2007,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.35319
2008,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.4262
2009,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.4992
2010,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.57221
2011,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.64522
2012,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.44078
2013,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.23574
2014,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,66.03009
2015,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.82384
2016,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.61697
2017,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.4095
2018,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,65.20143
2019,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,64.99274
2020,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,64.78345
2021,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,64.57355
2022,A,0,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",SH_SAN_SAFE,12,U,PT,2023-09-12T00:00:00,2022,64.57355
