Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2007,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,82.0087
2008,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,87.7316
2009,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,79.7082
2010,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,70.2447
2011,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,72.0281
2012,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,91.0232
2013,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,88.6834
2014,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,92.9152
2015,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,88.2468
2016,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,92.112
2017,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,110.9968
2018,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,95.3066
2019,A,0,data provided by WB Economists,Public Expenditure and Financial Accountability (PEFA). Ministry of Finance (MoF).,GF_XPD_GBPC,12,PT,2025-03-20T00:00:00,2019,99.7983
