Year,SERIES,REF_AREA,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2016,SG_REG_BRTH,231,M12T23,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,2.9
2016,SG_REG_BRTH,231,M24T35,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,3.0
2016,SG_REG_BRTH,231,M36T47,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,2.2
2016,SG_REG_BRTH,231,M48T59,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,2.9
2016,SG_REG_BRTH,231,Y0,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,2.3
2016,SG_REG_BRTH,231,Y0T4,PT,2025-03-24T00:00:00,A,0,2016,DHS 2016,2.7
