Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,Value
2017,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,0
2018,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2019,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2020,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2021,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2022,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2023,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2024,ER_CBD_ORSPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,,ITPGRFA Secretariat,1
2012,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2013,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2014,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2015,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2016,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2017,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2018,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2019,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2020,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2021,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2022,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2023,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2024,ER_CBD_PTYPGRFA,231,NUMBER,2025-03-24T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1
2012,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,739
2013,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,901
2014,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1075
2015,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1220
2016,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1336
2017,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1428
2018,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1495
2019,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1555
2020,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1615
2021,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1665
2022,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1738
2023,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1808
2024,ER_CBD_SMTA,231,NUMBER,2025-05-19T00:00:00,A,0,2024,Cumulative value.,ITPGRFA Secretariat,1825
