Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.77028
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.87421
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.87421
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.86856
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.48788
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.48785
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.60274
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.3332
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.33323
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.34776
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.8634
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.86101
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.58931
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.65456
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.30284
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.3569
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.89221
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.86411
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.48125
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.62379
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.30934
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,None,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.32112
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.86225
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.89954
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.54613
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.64378
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.37987
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.42231
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.83605
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.88222
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.73802
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.60175
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.32495
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.39864
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.91991
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.92512
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.58126
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.70285
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.40572
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,F,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.38471
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.88557
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.84044
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.42026
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.56655
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.27823
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.28377
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.8881
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.84137
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.44691
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.67344
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.27588
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,R,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.37129
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.86429
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.81174
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.38275
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.57699
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.19327
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AWP_CPRA,12,M,U,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.25834
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_DLDONLD,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.661
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_FONLCRS,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.945
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_GSINF,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.605
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_GSPUR,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.491
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_HLTHINF,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.816
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTATCH,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.482
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTCDV,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.465
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTCPT,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.548
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTPRGM,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.513
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTPST,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.465
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTSFWR,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.511
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ICTSSHT,RO,2025-03-14T00:00:00,2018,Aged 15 and older.,0.448
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_INTBNK,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.445
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ONLCNS,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.456
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_ONLSFT,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.48
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_SNTWK,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.63
2018,A,0,"Ministry of Post, Telecommunications, Technologies and Digital",SE_GPI_ICTS,12,None,None,None,None,SKILL_VOIP,RO,2025-03-14T00:00:00,2018,Aged 15 and older. Are calculated from the data of the last 12 months,0.666
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.02435
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.00079
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,0.93056
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,0.98837
2008,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,0.94733
2009,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,0.99418
2010,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,0.95348
2011,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.02746
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.03428
2022,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.03964
2023,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.04219
2024,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_PTNPRE,12,None,None,None,None,None,RO,2025-03-05T00:00:00,2024,,1.01937
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_02,None,RO,2025-03-05T00:00:00,2024,,0.98447
2022,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_02,None,RO,2025-03-05T00:00:00,2024,,0.97284
2023,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_02,None,RO,2025-03-05T00:00:00,2024,,1.0
2024,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_02,None,RO,2025-03-05T00:00:00,2024,,0.99647
2000,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.03867
2001,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.03144
2002,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.02187
2003,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.01714
2004,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.01431
2005,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.00861
2006,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.00682
2007,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,0.98516
2014,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.0
2015,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.0
2021,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,0.99822
2022,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.00833
2023,A,0,SOURCE: UIS Education Survey Data extracted on 25 February 2025.,SE_GPI_TCAQ,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2023,,1.00861
2007,A,0,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 25 February 2025.,SE_LGP_ACHI,12,None,None,None,ISCED11_1,SKILL_MATH,RO,2025-03-05T00:00:00,2007,,0.70166
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_LGP_ACHI,12,None,None,None,ISCED11_2,SKILL_MATH,RO,2025-03-05T00:00:00,2015,,1.31886
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_LGP_ACHI,12,None,None,None,ISCED11_2,SKILL_READ,RO,2025-03-05T00:00:00,2015,,1.29857
2007,A,0,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 25 February 2025.,SE_NAP_ACHI,12,None,None,None,ISCED11_1,SKILL_MATH,RO,2025-03-05T00:00:00,2007,,1.35308
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_NAP_ACHI,12,None,None,None,ISCED11_2,SKILL_MATH,RO,2025-03-05T00:00:00,2015,,0.46398
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_NAP_ACHI,12,None,None,None,ISCED11_2,SKILL_READ,RO,2025-03-05T00:00:00,2015,,0.40106
2007,A,0,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 25 February 2025.,SE_TOT_GPI,12,None,None,None,ISCED11_1,SKILL_MATH,RO,2025-03-05T00:00:00,2007,,1.11152
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_TOT_GPI,12,None,None,None,ISCED11_2,SKILL_MATH,RO,2025-03-05T00:00:00,2015,,1.15606
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_TOT_GPI,12,None,None,None,ISCED11_2,SKILL_READ,RO,2025-03-05T00:00:00,2015,,1.45564
2007,A,0,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 25 February 2025.,SE_TOT_RUPI,12,None,None,None,ISCED11_1,SKILL_MATH,RO,2025-03-05T00:00:00,2007,,1.08691
2007,A,0,Trends in International Mathematics and Science Study (TIMSS). Students achieving at least Intermediate International Benchmark. Grade 4 Data extracted on 25 February 2025.,SE_TOT_SESPI,12,None,None,None,ISCED11_1,SKILL_MATH,RO,2025-03-05T00:00:00,2007,,0.70147
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_TOT_SESPI,12,None,None,None,ISCED11_2,SKILL_MATH,RO,2025-03-05T00:00:00,2015,,0.48916
2015,A,0,Programme for International Student Assessment (PISA). Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 25 February 2025.,SE_TOT_SESPI,12,None,None,None,ISCED11_2,SKILL_READ,RO,2025-03-05T00:00:00,2015,,0.60507
