Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,12,None,U,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.08955
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,12,None,U,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.25907
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,12,None,U,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.23824
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.95985
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.95982
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.94975
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.75498
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.75507
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.83296
2012,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.68367
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.68369
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.67316
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.97279
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00815
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.00306
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.9444
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.10363
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.09827
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00813
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99136
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.98341
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.976
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.86522
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.92356
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.038
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99795
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.01654
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.08328
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.11546
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.06754
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.97044
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.0055
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.99057
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.95022
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.07967
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.97232
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00522
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.0117
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.81914
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.89999
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.12248
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.99779
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.9378
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.95248
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.74724
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.84242
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.69878
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.72417
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.91236
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.96298
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.89609
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.89276
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.9299
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.12451
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.989
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99699
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.91858
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.95896
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.80537
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.92819
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00318
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99883
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.02259
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.07009
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.01515
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.97549
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.98388
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99797
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.90563
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.95503
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.19559
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.94175
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00386
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00971
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.70576
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.041
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.13871
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,F,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.09282
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.98134
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.94619
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.7602
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.8236
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.66679
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.60267
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.03258
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.04836
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.11419
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.95245
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.37356
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.09668
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.02841
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.98396
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.06299
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.00517
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.95865
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.82711
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.06841
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.99542
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.99447
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.08569
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.27344
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.2233
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,0.95284
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.01222
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,1.1148
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.95085
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.86488
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,0.89494
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.00593
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2019,,1.01362
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.96684
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2019,,0.81604
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_ALP_CPLR,12,M,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2019,,1.10579
