Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,COMMENT_OBS,Value
2017,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.65041080723232
2018,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,2.71743010362786
2019,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,13.6468947397347
2020,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.30519892342629
2021,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.72180901762592
2022,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,5.66550862257802
2023,NE_CON_PRVT_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,7.18321206990562
2012,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-10.3614186524401
2013,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,0.27516483261472
2014,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,2.82186566039451
2015,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-11.2187298444222
2016,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-8.14108475374989
2017,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,7.66565905584442
2018,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,5.40910590385315
2019,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-5.77984688357574
2020,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-5.39895895608751
2021,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,18.951781480707
2022,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.9991937268092
2023,NE_EXP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-0.753902598328352
2012,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,46.5112279615427
2013,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,9.44073652493773
2014,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,24.3904271442059
2015,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,26.2662658604587
2016,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.5785687886636
2017,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,11.885511341808
2018,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-3.15282664535529
2019,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,11.8313084795395
2020,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-3.2543195133423
2021,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-0.287424856248165
2022,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,9.12812529014275
2023,NE_GDI_TOTL_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,5.38720178843634
2012,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,22.2064106961939
2013,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,4.21319999628108
2014,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,20.1849620776461
2015,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,21.8515297469055
2016,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,0.0479786058373008
2017,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-7.46850549735139
2018,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-6.59274307529672
2019,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-5.260599075108
2020,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-1.98895486093991
2021,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,13.2550663087946
2022,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.3773366329522
2023,NE_IMP_GNFS_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-4.13697950929743
2000,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,6.07321747957957
2001,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.30130632052328
2002,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,1.51472570631101
2003,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,-2.16135972205798
2004,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,13.5726031368695
2005,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,11.8187659466494
2006,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.834727065877
2007,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,11.4561670000236
2008,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.7885216853725
2009,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.80255319782566
2010,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,12.5505383459308
2011,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,11.1782962271641
2012,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.64781163337416
2013,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.5822700482672
2014,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.2574929610051
2015,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,10.3924630202334
2016,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,9.43348265784402
2017,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,9.56418964295607
2018,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,6.81614779681703
2019,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,8.3640856990789
2020,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,6.05953088643369
2021,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,5.64153071734657
2022,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,5.32117628383672
2023,NY_GDP_MKTP_KD_ZG,231,PT,2025-03-19T00:00:00,A,0,2023,"World Bank national accounts data, and OECD National Accounts data files.",,6.49813464238613
2000,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.148142
2001,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.3278
2002,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.5427
2003,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.5805
2004,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.6195
2005,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.6516
2006,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.6809
2007,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",8.794
2008,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",9.244
2009,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",10.419
2010,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",12.891
2011,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",16.12
2012,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",17.255
2013,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",18.194175
2014,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",19.0752
2015,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",20.095602
2016,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",21.105864
2017,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",22.413674
2018,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",26.108247
2019,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",28.054195
2020,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",31.347
2021,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",39.016273
2022,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",48.567356
2023,PA_NUS_ATLS,231,RO,2025-03-19T00:00:00,A,0,2023,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.","Data refers to the country's fiscal year, which differs from the reference period of the official exchange rate which is related to the calendar year. See more details on the series metadata of the alternative conversion factor (PA.NUS.ATLS) and country metadata (special notes).",53.282947
2000,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,21.1832800226753
2001,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,27.5289788724759
2002,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,26.4176579559594
2003,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,36.8983523330079
2004,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,35.060056717325
2005,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,40.3027481349582
2006,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,40.9008344401579
2007,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,35.9556413222935
2008,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,36.4984367930615
2009,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,28.6274581680457
2010,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,36.5206005584203
2011,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,36.8387546550886
2012,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,35.2868747068032
2013,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,31.5751189171391
2014,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,33.5034228834772
2015,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,30.3703420366633
2016,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,25.8665436099935
2017,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,22.9702779670949
2018,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,21.3707982525961
2019,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,18.0320402194406
2020,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,15.2083824654115
2021,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,17.9055031878653
2022,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,17.8532124470705
2023,TG_VAL_TOTL_GD_ZS,231,PT,2025-03-19T00:00:00,A,0,2023,"World Trade Organization, and World Bank GDP estimates.",,13.13639110529
